key,0,1,2,3,4,5,6,7
56,"Wasser-Exergon",4,"Wasser-Exergone",2,0,1,2,0
57,"Decurio[p] der III. Kohorte",4,"Decurionen[p] der III. Kohorte",1,0,1,0,0
58,"Laquearius[p] der III. Kohorte",3,"Laquearii[p] der III. Kohorte",1,0,1,0,0
59,"Eques[p] der III. Kohorte",3,"Equites[p] der III. Kohorte",1,0,1,0,0
60,"Secutor[p] der III. Kohorte",4,"Secutoren[p] der III. Kohorte",1,0,1,0,0
61,"Signifer[p] der III. Kohorte",4,"Signiferi[p] der III. Kohorte",1,0,1,0,0
62,"Pterosaurus",3,"Pterosaurier",2,0,1,0,0
63,"Pudding",4,"Puddinge",2,0,1,0,0
64,"silvanisch[a] Kreischerin",3,"silvanisch[a] Kreischerinnen",1,0,1,1,0
65,"silvanisch[a] Seufzerin",3,"silvanisch[a] Seufzerinnen",1,0,1,1,0
66,"silvanisch[a] Keiferin",3,"silvanisch[a] Keiferinnen",1,0,1,1,0
67,"Sylphen-Kreischerin",3,"Sylphen-Kreischerinnen",1,0,1,1,0
68,"Sylphen-Seufzerin",3,"Sylphen-Seufzerinnen",1,0,1,1,0
69,"Sylphen-Keiferin",3,"Sylphen-Keiferinnen",1,0,1,1,0
70,"Sylphen-Sängerin",3,"Sylphen-Sängerinnen",1,0,1,1,0
71,"Silbexio",3,"Silbexio",1,0,0,1,1
72,"Bockmann",3,"Bockmann",1,0,0,0,1
73,"Großkönig Galvanth",3,"Großkönig Galvanth",1,0,0,0,1
74,"Schredder",3,"Schredder",1,0,0,0,1
75,"Aerico",3,"Aerico",1,0,0,0,1
76,"gelmorrisch[a] Holmheber",4,"gelmorrisch[a] Holmheber",2,0,1,0,0
77,"gelmorrisch[a] Zahnrädlerin",3,"gelmorrisch[a] Zahnrädlerinnen",1,0,1,1,0
78,"gelmorrisch[a] Nagelspürer",4,"gelmorrisch[a] Nagelspürer",2,0,1,0,0
79,"Dalamud-Priester",4,"Dalamud-Priester",2,0,1,0,0
80,"Rotbauch-Wache",3,"Rotbauch-Wachen",1,0,1,1,0
81,"Giftstachel Severaint",3,"Giftstachel Severaint",1,0,0,0,1
82,"Rotbauch-Nesthüter",4,"Rotbauch-Nesthüter",2,0,1,0,0
83,"Rotbauch-Blinzler",4,"Rotbauch-Blinzler",2,0,1,0,0
84,"Rotbauch-Singstimme",3,"Rotbauch-Singstimmen",1,0,1,1,0
85,"Dofagan [t] Büßer[p]",4,"Dofagan [t] Büßer[p]",2,0,0,0,1
86,"Köter-Steuermann",4,"Köter-Steuermänner",2,0,1,0,0
87,"Köter-Matrose",8,"Köter-Matrosen",1,0,1,0,0
88,"Köter-Maschinist",6,"Köter-Maschinisten",1,0,1,0,0
89,"Köter-Kanonier",4,"Köter-Kanoniere",2,0,1,0,0
90,"Sammler-Spriggan",4,"Sammler-Spriggans",1,0,1,0,0
91,"Spriggan",4,"Spriggans",1,0,1,0,0
92,"Antares",3,"Antares",1,0,0,0,1
93,"Sargas",3,"Sargas",1,0,0,0,1
94,"Shaula",3,"Shaula",1,0,0,0,1
95,"schmelzend[a] Pudding",4,"schmelzend[a] Puddinge",2,0,1,0,0
96,"Hekatoncheir-Aufseher",4,"Hekatoncheir-Aufseher",2,0,1,0,0
97,"Hekatoncheir-Steinstoßer",4,"Hekatoncheir-Steinstoßer",2,0,1,0,0
98,"Hekatoncheir-Schockblocker",4,"Hekatoncheir-Schockblocker",2,0,1,0,0
99,"Hekatoncheir-Handrammer",4,"Hekatoncheir-Handrammer",2,0,1,0,0
100,"Hekatoncheir-Sprengmeister",4,"Hekatoncheir-Sprengmeister",2,0,1,0,0
101,"Gyges [t] Groß[a]",3,"Gyges [t] Groß[a]",1,0,0,0,1
102,"Ixal-Schwertkämpfer",4,"Ixal-Schwertkämpfer",2,0,1,0,0
103,"Ixal-Mutschwinge",3,"Ixal-Mutschwingen",1,0,1,1,0
104,"Ixal-Flinkschnabel",4,"Ixal-Flinkschnäbel",2,0,1,0,0
105,"Ixal-Nebelrufer",4,"Ixal-Nebelrufer",2,0,1,0,0
106,"Coeurl",3,"Coeurl",1,0,1,0,0
107,"Mandragora",3,"Mandragoras",1,0,1,1,0
108,"",0,"",0,0,0,0,0
109,"Totengräber",4,"Totengräber",2,0,1,0,0
110,"Skelettkrieger",4,"Skelettkrieger",2,0,1,0,0
111,"Gruftmilbe",3,"Gruftmilben",1,0,1,1,0
112,"Kalong",4,"Kalongs",1,0,1,0,0
113,"Erd-Exergon",4,"Erd-Exergone",2,0,1,2,0
114,"Eis-Exergon",4,"Eis-Exergone",2,0,1,2,0
115,"Wind-Exergon",4,"Wind-Exergone",2,0,1,2,0
116,"Feuer-Exergon",4,"Feuer-Exergone",2,0,1,2,0
117,"Blitz-Exergon",4,"Blitz-Exergone",2,0,1,2,0
118,"Mückenschwarm",4,"Mückenschwärme",2,0,1,0,0
119,"Octavel [t] Unerbittlich[a]",3,"Octavel [t] Unerbittlich[a]",1,0,0,0,1
120,"Anolis",3,"Anolis",1,0,1,0,0
121,"Rotbauch-Schwärmer",4,"Rotbauch-Schwärmer",2,0,1,0,0
122,"Rotbauch-Aufspießer",4,"Rotbauch-Aufspießer",2,0,1,0,0
123,"giftig[a] Fledermausfalle",3,"giftig[a] Fledermausfallen",1,0,1,1,0
124,"giftig[a] Fliegenfalle",3,"giftig[a] Fliegenfallen",1,0,1,1,0
125,"Eiterdämonenschnake",3,"Eiterdämonenschnaken",1,0,1,1,0
126,"Riesenschnecke",3,"Riesenschnecken",1,0,1,1,0
127,"Gigantenschnecke",3,"Gigantenschnecken",1,0,1,1,0
128,"Baumschrat-Ableger",4,"Baumschrat-Ableger",2,0,1,0,0
129,"Leuchtkäfer",4,"Leuchtkäfer",2,0,1,0,0
130,"Lindwurm",4,"Lindwürmer",2,0,1,0,0
131,"Krater-Golem",4,"Krater-Golems",1,0,1,0,0
132,"Rauchbomber",4,"Rauchbomber",2,0,1,0,0
133,"Riesenfledermaus",3,"Riesenfledermäuse",2,0,1,1,0
134,"unrein[a] Erd-Exergon",4,"unrein[a] Erd-Exergone",2,0,1,2,0
135,"unrein[a] Wind-Exergon",4,"unrein[a] Wind-Exergone",2,0,1,2,0
136,"unrein[a] Wasser-Exergon",4,"unrein[a] Wasser-Exergone",2,0,1,2,0
137,"umherirrend[a] Skelett",4,"umherirrend[a] Skelette",2,0,1,2,0
138,"Rotbauch-Jack",4,"Rotbauch-Jacks",1,0,1,0,0
139,"Coeurlklauen-Jägerin",3,"Coeurlklauen-Jägerinnen",1,0,1,1,0
140,"Coeurlklauen-Wilderin",3,"Rotbauch-Wilderinnen",1,0,1,1,0
141,"parasitär[a] Fungus",3,"parasitär[a] Fungi",1,0,1,0,0
142,"jung[a] Antilopenbock",4,"jung[a] Antilopenböcke",2,0,1,0,0
143,"Ak-Inik-Knappe",8,"Ak-Inik-Knappen",1,0,1,0,0
144,"Ak-Mena-Knappe",8,"Ak-Mena-Knappen",1,0,1,0,0
145,"Aaskäfer",4,"Aaskäfer",2,0,1,0,0
146,"Fleischfliegenschwarm",4,"Fleischfliegenschwärme",2,0,1,0,0
147,"Ackerlicht",4,"Ackerlichter",2,0,1,2,0
148,"düster[a] Lampe",3,"düster[a] Lampen",1,0,1,1,0
149,"Hordenmilbe",3,"Hordenmilben",1,0,1,1,0
150,"Bastardmilbe",3,"Bastardmilben",1,0,1,1,0
151,"Drecklaus",3,"Dreckläuse",2,0,1,1,0
152,"Nichtsflamme",3,"Nichtsflammen",1,0,1,1,0
153,"Kerker-Pterosaurus",3,"Kerker-Pterosaurier",2,0,1,0,0
154,"Mun-Tuy-Schössling",4,"Mun-Tuy-Schösslinge",2,0,1,0,0
155,"Milbenfalle",3,"Milbenfallen",1,0,1,1,0
156,"Wächter-Laterne",3,"Wächter-Laternen",1,0,1,1,0
157,"Zellenmilbe",3,"Zellenmilben",1,0,1,1,0
158,"Knastpudding",4,"Knastpuddinge",2,0,1,0,0
159,"Witwentröster",4,"Witwentröster",2,0,1,0,0
160,"Sylphenland-Bussard",4,"Sylphenland-Bussarde",2,0,1,0,0
161,"Grubenkeiler",4,"Grubenkeiler",2,0,1,0,0
162,"Milchwurzel-Schössling",4,"Milchwurzel-Schösslinge",2,0,1,0,0
163,"Sylphenland-Wächter",4,"Sylphenland-Wächter",2,0,1,0,0
164,"Traumkröte",3,"Traumkröten",1,0,1,1,0
165,"Milchwurzel-Knöterich",4,"Milchwurzel-Knöteriche",2,0,1,0,0
166,"Sylphenkappe",3,"Sylphenkappen",1,0,1,1,0
167,"Sylphen-Traum",4,"Sylphen-Träume",2,0,1,0,0
168,"Schwebfliegenschwarm",4,"Schwebfliegenschwärme",2,0,1,0,0
169,"Coeurlklauen-Sammlerin",3,"Coeurlklauen-Sammlerinnen",1,0,1,1,0
170,"Zwielicht-Todesmaus",3,"Zwielicht-Todesmäuse",2,0,1,1,0
171,"klein[a] Kalong",4,"klein[a] Kalongs",1,0,1,0,0
172,"Rotbauch-Strauchdieb",4,"Rotbauch-Strauchdiebe",2,0,1,0,0
173,"Anolis-Familiar",4,"Anolis-Familiare",2,0,1,2,0
174,"Wachwolf",4,"Wachwölfe",2,0,1,0,0
175,"giftig[a] Fliegenfalle",3,"giftig[a] Fliegenfallen",1,0,1,1,0
176,"futtersuchend[a] Antilopenkuh",3,"futtersuchend[a] Antilopenkühe",2,0,1,1,0
177,"Blattblutschnecke",3,"Blattblutschnecken",1,0,1,1,0
178,"Blattblutmilbe",3,"Blattblutmilben",1,0,1,1,0
179,"Waldbienenschwarm",4,"Waldbienenschwärme",2,0,1,0,0
180,"Blattblut-Rösling",4,"Blattblut-Röslinge",2,0,1,0,0
181,"Aasmücke",3,"Aasmücken",1,0,1,1,0
182,"Zombie-Speerträger",4,"Zombie-Speerträger",2,0,1,0,0
183,"Nordwald-Lori",4,"Nordwald-Loris",1,0,1,0,0
184,"Südwald-Opo-Opo",4,"Südwald-Opo-Opos",1,0,1,0,0
185,"Dunkelseele Janremi",3,"Dunkelseele Janremi",1,0,0,0,1
186,"Heckenritter",4,"Heckenritter",2,0,1,0,0
187,"Sumpflicht",4,"Sumpflichter",2,0,1,2,0
188,"Saprophage",8,"Saprophagen",1,0,1,0,0
189,"aufbrausend[a] Wegelagerer",4,"aufbrausend[a] Wegelagerer",2,0,1,0,0
190,"Ixal-Späher",4,"Ixal-Späher",2,0,1,0,0
191,"Tau-Marienkäfer",4,"Tau-Marienkäfer",2,0,1,0,0
192,"Ixal-Stumpfkralle",3,"Ixal-Stumpfkrallen",1,0,1,1,0
193,"Ixal-Stutzschwinge",3,"Ixal-Stutzschwingen",1,0,1,1,0
194,"Ixal-Lahmschnabel",4,"Ixal-Lahmschnäbel",2,0,1,0,0
195,"Schweinchen",4,"Schweinchen",1,0,1,2,0
196,"Schwarzmolch",2,"Schwarzmolche",2,0,1,0,0
197,"Sumpf-Yarzon",4,"Sumpf-Yarzons",1,0,1,0,0
198,"Nussknackerhörnchen",4,"Nussknackerhörnchen",1,0,1,2,0
199,"Stolper-Fungus",3,"Stolper-Fungi",1,0,1,0,0
200,"Träger-Marienkäfer",4,"Träger-Marienkäfer",2,0,1,0,0
201,"Mistfliegenwolke",3,"Mistfliegenwolken",1,0,1,1,0
202,"hungrig[a] Schweinchen",4,"hungrig[a] Schweinchen",1,0,1,2,0
203,"Lederranken-Mikrochu",4,"Lederranken-Mikrochus",1,0,1,2,0
204,"rotbraun[a] Yarzon",3,"rotbraun[a] Yarzon",1,0,1,0,0
205,"gesprenkelt[a] Molch",2,"gesprenkelt[a] Molche",2,0,1,0,0
206,"Anolis-Schleicher",4,"Anolis-Schleicher",2,0,1,0,0
207,"Schwebauge",4,"Schwebaugen",1,0,1,2,0
208,"Ixal-Leichtschwinge",3,"Ixal-Leichtschwingen",1,0,1,1,0
209,"Ixal-Tollkralle",3,"Ixal-Tollkrallen",1,0,1,1,0
210,"Ixal-Spitzschnabel",4,"Ixal-Spitzschnäbel",2,0,1,0,0
211,"Glühwürmchen",4,"Glühwürmchen",1,0,1,2,0
212,"Grauwolf",2,"Grauwölfe",2,0,1,0,0
213,"würgend[a] Efeuranke",3,"würgend[a] Efeuranken",1,0,1,1,0
214,"wuchernd[a] Efeuranke",3,"wuchernd[a] Efeuranken",1,0,1,1,0
215,"Grabranke",3,"Grabranken",1,0,1,1,0
216,"Giftkröte",3,"Giftkröten",1,0,1,1,0
217,"Lachkröte",3,"Lachkröten",1,0,1,1,0
218,"Qiqirn-Störenfried",4,"Qiqirn-Störenfried",2,0,1,0,0
219,"Qiqirn-Schläger",4,"Qiqirn-Schläger",2,0,1,0,0
220,"Feen-Fungus",3,"Feen-Fungi",1,0,1,0,0
221,"brütend[a] Ziz",3,"brütend[a] Ziz",1,0,1,0,0
222,"gehäutet[a] Ziz",3,"gehäutet[a] Ziz",1,0,1,0,0
223,"Jung-Ziz",3,"Jung-Ziz",1,0,1,0,0
224,"Ziz",3,"Ziz",1,0,1,0,0
225,"Goblin-Jäger",4,"Goblin-Jäger",2,0,1,0,0
226,"Fluss-Yarzon",4,"Fluss-Yarzons",1,0,1,0,0
227,"Aas-Yarzon",4,"Aas-Yarzons",1,0,1,0,0
228,"Rindenmolch",4,"Rindenmolche",2,0,1,0,0
229,"silvanisch[a] Schreierin",3,"silvanisch[a] Schreierinnen",1,0,1,1,0
230,"silvanisch[a] Heulerin",3,"silvanisch[a] Heulerinnen",1,0,1,1,0
231,"silvanisch[a] Ächzerin",3,"silvanisch[a] Ächzerinnen",1,0,1,1,0
232,"krank[a] Baumschrat",4,"krank[a] Baumschrate",2,0,1,0,0
233,"alt[a] Baumschrat",4,"alt[a] Baumschrate",2,0,1,0,0
234,"Schmalmaul-Orobon",3,"Schmalmaul-Orobon",1,0,1,0,0
235,"Großmaul-Orobon",3,"Großmaul-Orobon",1,0,1,0,0
236,"Wiedergänger",4,"Wiedergänger",2,0,1,0,0
237,"Morbol",4,"Morbol",1,0,1,0,0
238,"Todesweide",3,"Todesweiden",1,0,1,1,0
239,"Raptoren-Wilderin",3,"Raptoren-Wilderinnen",1,0,1,1,0
240,"Keiler-Wilderin",3,"Keiler-Wilderinnen",1,0,1,1,0
241,"Wolfs-Wilderin",3,"Wölfe-Wilderinnen",1,0,1,1,0
242,"Ahriman",4,"Ahriman",1,0,1,0,0
243,"Eisenschildkröte",3,"Eisenschildkröten",1,0,1,1,0
244,"Riesenschildkröte",3,"Riesenschildkröten",1,0,1,1,0
245,"Amalj'aa-Pikenier",4,"Amalj'aa-Pikeniere",2,0,1,0,0
246,"Amalj'aa-Aufspießer",4,"Amalj'aa-Aufspießer",2,0,1,0,0
247,"Amalj'aa-Speerwerfer",4,"Amalj'aa-Speerwerfer",2,0,1,0,0
248,"Amalj'aa-Hellebardier",4,"Amalj'aa-Hellebardiere",2,0,1,0,0
249,"Amalj'aa-Bogenschütze",8,"Amalj'aa-Bogenschützen",1,0,1,0,0
250,"Amalj'aa-Jäger",4,"Amalj'aa-Jäger",2,0,1,0,0
251,"Amalj'aa-Waldläufer",4,"Amalj'aa-Waldläufer",2,0,1,0,0
252,"Amalj'aa-Scharfschütze",8,"Amalj'aa-Scharfschützen",1,0,1,0,0
253,"Amalj'aa-Faustkämpfer",4,"Amalj'aa-Faustkämpfer",2,0,1,0,0
254,"Amalj'aa-Schläger",4,"Amalj'aa-Schläger",2,0,1,0,0
255,"Glasmaul Nazagg Gah",3,"Glasmaul Nazagg Gah",1,0,0,2,1
256,"Amalj'aa-Kraftprotz",2,"Amalj'aa-Kraftprotze",2,0,1,0,0
257,"Diamantmaul Nezedd Gah",3,"Diamantmaul Nezedd Gah",1,0,0,2,1
258,"Amalj'aa-Thaumaturg",6,"Amalj'aa-Thaumaturgen",1,0,1,0,0
259,"Amalj'aa-Seher",4,"Amalj'aa-Seher",2,0,1,0,0
260,"Amalj'aa-Weissager",4,"Amalj'aa-Weissager",2,0,1,0,0
261,"Uhrwerk-Spinne",3,"Uhrwerk-Spinnen",1,0,1,1,0
262,"Stern-Murmelhörnchen",4,"Stern-Murmelhörnchen",1,0,1,2,0
263,"Blutwolf",2,"Blutwölfe",2,0,1,0,0
264,"Drakon",3,"Drakon",1,0,1,0,0
265,"Sandkröte",3,"Sandkröten",1,0,1,1,0
266,"Qiqirn-Panzerbrecher",4,"Qiqirn-Panzerbrecher",2,0,1,0,0
267,"allagisch[a] Naga",3,"allagisch[a] Naga",1,0,1,1,0
268,"Qiqirn-Läufer",4,"Qiqirn-Läufer",2,0,1,0,0
269,"Magitek-Frontbrecher",4,"Magitek-Frontbrecher",2,0,1,0,0
270,"Granate",3,"Granaten",1,0,1,1,0
271,"Goldvlies",2,"Goldvliese",2,0,1,2,0
272,"Flausch",2,"Flausche",2,0,1,0,0
273,"Myotragus-Bock",4,"Myotragus-Böcke",2,0,1,0,0
274,"Myotragus-Geiß",3,"Myotragus-Geißen",1,0,1,1,0
275,"Quarz-Dobalos",3,"Quarz-Dobalosse",2,0,1,0,0
276,"rostig[a] Kobalos",3,"rostig[a] Kobalosse",2,0,1,0,0
277,"Kupfer-Kobalos",3,"Kupfer-Kobalosse",2,0,1,0,0
278,"Blei-Kobalos",3,"Blei-Kobalosse",2,0,1,0,0
279,"Sonnenfledermaus",3,"Sonnenfledermäuse",2,0,1,1,0
280,"Sandstein-Golem",4,"Sandstein-Golems",1,0,1,0,0
281,"Pelisaurus",3,"Pelisaurier",2,0,1,0,0
282,"Hammerschnabel",4,"Hammerschnäbel",1,0,1,0,0
283,"Goblin-Räuber",4,"Goblin-Räuber",2,0,1,0,0
284,"gefräßig[a] Yarzon",4,"gefräßig[a] Yarzons",1,0,1,0,0
285,"rotbraun[a] Yarzon",4,"rotbraun[a] Yarzons",1,0,1,0,0
286,"Sabotender",3,"Sabotender",2,0,1,0,0
287,"Kaktor",4,"Kaktoren",1,0,1,0,0
288,"Koschenillen-Kaktor",4,"Koschenillen-Kaktoren",1,0,1,0,0
289,"Molch",4,"Molche",2,0,1,0,0
290,"Sandwurm",4,"Sandwürmer",2,0,1,0,0
291,"Ouroboros",3,"Ouroboros",1,0,1,0,0
292,"Treiberameisen-Soldat",6,"Treiberameisen-Soldaten",1,0,1,0,0
293,"Treiberameisen-Wache",3,"Treiberameisen-Wachen",1,0,1,1,0
294,"Treiberameisen-Arbeiter",4,"Treiberameisen-Arbeiter",2,0,1,0,0
295,"Simurgh",4,"Simurghen",1,0,1,0,0
296,"Brummkäfer",4,"Brummkäfer",2,0,1,0,0
297,"Magitek-Colossus",3,"Magitek-Colossi",1,0,1,0,0
298,"Sonnenmückenschwarm",4,"Sonnenmückenschwärme",2,0,1,0,0
299,"nistend[a] Bussard",4,"nistend[a] Bussarde",2,0,1,0,0
300,"Höhlen-Bussard",4,"Höhlen-Bussarde",2,0,1,0,0
301,"Schlucht-Bussard",4,"Schlucht-Bussarde",2,0,1,0,0
302,"verwahrlost[a] Mischling",4,"verwahrlost[a] Mischlinge",2,0,1,0,0
303,"Sandhaut-Peiste",3,"Sandhaut-Peiste",2,0,1,1,0
304,"Basilisk",6,"Basilisken",1,0,1,0,0
305,"Wüsten-Peiste",3,"Wüsten-Peiste",2,0,1,1,0
306,"Tukotuko",4,"Tukotukos",1,0,1,0,0
307,"Anglerfisch",2,"Anglerfische",2,0,1,0,0
308,"Orobon",3,"Orobon",1,0,1,0,0
309,"aufgebläht[a] Spukgespenst",2,"aufgebläht[a] Spukgespenster",2,0,1,2,0
310,"Mondtropfen-Steineschlepper",4,"Mondtropfen-Steineschlepper",2,0,1,0,0
311,"Amajina-Steineschlepper",4,"Amajina-Steineschlepper",2,0,1,0,0
312,"Mondtropfen-Sprengmeister",4,"Mondtropfen-Sprengmeister",2,0,1,0,0
313,"Amajina-Sprengmeister",4,"Amajina-Sprengmeister",2,0,1,0,0
314,"Mondtropfen-Ramme",3,"Mondtropfen-Rammen",1,0,1,1,0
315,"Amajina-Ramme",3,"Amajina-Rammen",1,0,1,1,0
316,"Bomber",4,"Bomber",2,0,1,0,0
317,"Grabräuber-Spriggan",3,"Grabräuber-Spriggans",1,0,1,0,0
318,"Schnappspitzmull",4,"Schnappspitzmulle",2,0,1,0,0
319,"verrottend[a] Leiche",3,"verrottend[a] Leichen",1,0,1,1,0
320,"gefallen[a] Soldat",6,"gefallen[a] Soldaten",1,0,1,0,0
321,"gefallen[a] Pikenier",4,"gefallen[a] Pikeniere",2,0,1,0,0
322,"verrottend[a] Edelmann",2,"verrottend[a] Edelmänner",2,0,1,0,0
323,"gefallen[a] Magier",4,"gefallen[a] Magier",2,0,1,0,0
324,"gefallen[a] Zauberer",4,"gefallen[a] Zauberer",2,0,1,0,0
325,"Todesboten-Assassine",8,"Todesboten-Assassinen",1,0,1,0,0
326,"Quiveron-Wache",3,"Quiveron-Wachen",1,0,1,1,0
327,"Giftmischer-Assassine",8,"Giftmischer-Assassinen",1,0,1,0,0
328,"Baron[p] von Quiveron III.",4,"Barone[p] von Quiveron III.",2,0,1,0,0
329,"Scharfschützen-Assassine",8,"Scharfschützen-Assassinen",1,0,1,0,0
330,"Quiveron-Handlanger",4,"Quiveron-Handlanger",2,0,1,0,0
331,"Leichenbrigaden-Knöcheltänzer",4,"Leichenbrigaden-Knöcheltänzer",2,0,1,0,0
332,"Leichenbrigaden-Feuerteufel",4,"Leichenbrigaden-Feuerteufel",2,0,1,0,0
333,"Leichenbrigaden-Pikentänzer",4,"Leichenbrigaden-Pikentänzer",2,0,1,0,0
334,"Edelwaisen-Schmuggler",4,"Edelwaisen-Schmuggler",2,0,1,0,0
335,"Edelwaisen-Anführer",4,"Edelwaisen-Anführer",2,0,1,0,0
336,"Edelwaisen-Schreiberling",4,"Edelwaisen-Schreiberlinge",2,0,1,0,0
337,"abgeklärt[a] Gladiator",4,"abgeklärt[a] Gladiatoren",1,0,1,0,0
338,"abgeklärt[a] Faustkämpfer",4,"abgeklärt[a] Faustkämpfer",2,0,1,0,0
339,"abgeklärt[a] Redner",4,"abgeklärt[a] Redner",2,0,1,0,0
340,"Archelon",3,"Archelons",1,0,1,0,0
341,"Apkallu",3,"Apkallus",1,0,1,0,0
342,"Flachflossen-Plünderer",4,"Flachflossen-Plünderer",2,0,1,0,0
343,"Aermswys [t] Gezeichnet[a]",3,"Aermswys [t] Gezeichnet[a]",1,0,0,1,1
344,"Flachkrallen-Plünderer",4,"Flachkrallen-Plünderer",2,0,1,0,0
345,"Seichtklauen-Plünderer",4,"Seichtklauen-Plünderer",2,0,1,0,0
346,"Flachschuppen-Plünderer",4,"Flachschuppen-Plünderer",2,0,1,0,0
347,"Seichtschuppen-Plünderer",4,"Seichtschuppen-Plünderer",2,0,1,0,0
348,"Stumpfaugen-Plünderer",4,"Stumpfaugen-Plünderer",2,0,1,0,0
349,"Flusskröte",3,"Flusskröten",1,0,1,1,0
350,"Qiqirn-Strandguträuber",4,"Qiqirn-Strandguträuber",2,0,1,0,0
351,"Qiqirn-Möwenbrater",4,"Qiqirn-Möwenbrater",2,0,1,0,0
352,"Dschungel-Coeurl",3,"Dschungel-Coeurl",1,0,1,0,0
353,"Goobbue",3,"Goobbue",1,0,1,1,0
354,"Flechten-Goobbue",3,"Flechten-Goobbue",1,0,1,1,0
355,"Mehltau-Goobbue",3,"Mehltau-Goobbue",1,0,1,1,0
356,"moosig[a] Goobbue",3,"moosig[a] Goobbue",1,0,1,1,0
357,"Auerochse",8,"Auerochsen",1,0,1,0,0
358,"verwundet[a] Auerochse",8,"verwundet[a] Auerochsen",1,0,1,0,0
359,"Riesenbüffel",4,"Riesenbüffel",2,0,1,0,0
360,"Seewespe",3,"Seewespen",1,0,1,1,0
361,"Rotgischt-Helmqualle",3,"Rotgischt-Helmqualle",2,0,1,1,0
362,"treibend[a] Aurelia",3,"treibend[a] Aurelias",1,0,1,1,0
363,"Dämmerfledermaus",3,"Dämmerfledermäuse",2,0,1,1,0
